SK_ID_CURR,neighbors_target_mean_500
116227,0.032
116229,0.034
116230,0.056
116231,0.092
116232,0.102
116233,0.084
116234,0.034
116236,0.016
116237,0.094
116238,0.044
116239,0.048
116240,0.17
116243,0.146
116244,0.14
116245,0.078
116246,0.066
116248,0.092
116249,0.03
116250,0.196
116251,0.076
116252,0.024
116253,0.06
116254,0.058
116255,0.128
116256,0.072
116257,0.074
116258,0.046
116259,0.066
116260,0.146
116261,0.022
116262,0.138
116263,0.012
116264,0.062
116265,0.024
116267,0.238
116268,0.02
116269,0.152
116270,0.056
116271,0.032
116272,0.006
116273,0.176
116274,0.04
116275,0.042
116277,0.11
116280,0.05
116281,0.038
116282,0.02
116283,0.028
116284,0.058
116285,0.056
116286,0.104
116290,0.16
116293,0.056
116294,0.028
116295,0.08
116296,0.086
116297,0.108
116298,0.064
116299,0.242
116300,0.042
116301,0.064
116302,0.014
116303,0.142
116304,0.02
116305,0.234
116311,0.076
116314,0.052
116315,0.012
116316,0.214
116317,0.088
116318,0.072
116320,0.014
116321,0.038
116323,0.178
116324,0.094
116325,0.054
116326,0.128
116327,0.06
116328,0.036
116330,0.08
116331,0.24
116332,0.054
116333,0.038
116334,0.084
116337,0.068
116338,0.05
116339,0.03
116340,0.23
116341,0.204
116343,0.09
116345,0.068
116346,0.03
116349,0.006
116351,0.102
116352,0.046
116354,0.116
116355,0.078
116356,0.058
116357,0.158
116358,0.036
116360,0.02
116361,0.068
116363,0.102
116364,0.048
116365,0.09
116369,0.038
116370,0.04
116371,0.114
116372,0.04
116373,0.068
116374,0.078
116375,0.078
116377,0.016
116378,0.1
116381,0.016
116382,0.02
116384,0.042
116385,0.136
116386,0.044
116387,0.046
116388,0.026
116390,0.136
116391,0.04
116392,0.02
116393,0.042
116394,0.13
116396,0.052
116399,0.12
116400,0.172
116401,0.022
116403,0.034
116405,0.064
116407,0.104
116408,0.224
116409,0.05
116410,0.366
116411,0.032
116412,0.168
116413,0.03
116414,0.106
116415,0.072
116419,0.052
116420,0.156
116421,0.12
116423,0.042
116425,0.016
116426,0.154
116427,0.034
116429,0.03
116430,0.082
116431,0.14
116432,0.112
116433,0.036
116437,0.024
116438,0.078
116439,0.116
116441,0.028
116442,0.152
116443,0.034
116444,0.054
116446,0.022
116447,0.054
116449,0.048
116450,0.016
116452,0.028
116454,0.122
116455,0.1
116456,0.034
116460,0.052
116461,0.066
116462,0.09
116463,0.034
116464,0.204
116465,0.044
116467,0.056
116468,0.148
116470,0.022
116472,0.008
116475,0.048
116476,0.1
116477,0.154
116478,0.014
116481,0.264
116483,0.224
116484,0.068
116486,0.144
116487,0.07
116488,0.168
116489,0.062
116490,0.132
116492,0.012
116495,0.09
116496,0.258
116497,0.042
116499,0.032
116500,0.19
116504,0.13
116506,0.052
116507,0.05
116508,0.036
116510,0.048
116512,0.074
116513,0.094
116514,0.08
116515,0.13
116516,0.296
116517,0.024
116518,0.036
116519,0.028
116520,0.07
116521,0.048
116522,0.064
116523,0.052
116524,0.098
116527,0.066
116529,0.108
116530,0.104
116531,0.032
116533,0.14
116534,0.036
116536,0.06
116537,0.064
116538,0.082
116539,0.014
116540,0.076
116541,0.016
116542,0.056
116545,0.254
116548,0.056
116549,0.014
116550,0.058
116551,0.026
116552,0.108
116553,0.066
116554,0.056
116555,0.034
116556,0.12
116557,0.032
116559,0.04
116560,0.03
116561,0.03
116563,0.066
116566,0.018
116567,0.06
116568,0.062
116570,0.038
116571,0.102
116572,0.1
116573,0.068
116574,0.288
116575,0.074
116581,0.026
116583,0.224
116585,0.074
116587,0.054
116588,0.12
116590,0.046
116591,0.168
116592,0.146
116593,0.062
116594,0.056
116599,0.14
116602,0.308
116603,0.1
116605,0.308
116606,0.038
116607,0.038
116610,0.072
116616,0.076
116617,0.116
116618,0.142
116620,0.034
116621,0.022
116622,0.054
116623,0.056
116624,0.014
116625,0.112
116626,0.086
116627,0.02
116628,0.032
116629,0.014
116636,0.08
116638,0.016
116639,0.018
116640,0.108
116641,0.088
116642,0.032
116644,0.036
116646,0.05
116648,0.06
116650,0.054
116651,0.172
116652,0.034
116653,0.018
116654,0.048
116657,0.056
116658,0.058
116660,0.188
116663,0.022
116664,0.146
116665,0.124
116666,0.168
116667,0.014
116668,0.022
116669,0.206
116670,0.034
116672,0.068
116674,0.082
116675,0.048
116677,0.034
116678,0.068
116679,0.076
116682,0.066
116685,0.07
116686,0.052
116687,0.058
116688,0.218
116689,0.066
116690,0.188
116691,0.104
116692,0.028
116693,0.03
116694,0.028
116695,0.208
116696,0.042
116698,0.032
111932,0.01
112016,0.024
112143,0.086
112169,0.026
112512,0.032
112623,0.084
112639,0.024
112701,0.03
112898,0.044
113037,0.024
113155,0.062
113512,0.172
113630,0.104
113668,0.052
113682,0.08
113810,0.042
113867,0.128
114098,0.06
114376,0.014
114383,0.086
114387,0.058
114407,0.076
114422,0.096
114438,0.078
114481,0.014
114516,0.052
114522,0.052
114557,0.076
114605,0.076
114636,0.062
114702,0.094
114751,0.048
114845,0.1
114866,0.034
114873,0.106
114910,0.054
114947,0.278
114961,0.034
114973,0.062
114990,0.19
114998,0.102
115004,0.016
115025,0.062
115029,0.052
115036,0.1
115053,0.012
115061,0.042
115064,0.038
115089,0.03
115164,0.068
115205,0.012
115228,0.02
115291,0.022
115339,0.03
115362,0.014
115393,0.028
115419,0.088
115433,0.118
115441,0.012
115483,0.074
115554,0.166
115627,0.116
115653,0.058
115661,0.066
115665,0.052
115666,0.094
115699,0.044
115714,0.04
115725,0.04
115790,0.056
115821,0.192
115870,0.028
115874,0.056
115899,0.048
115927,0.016
115999,0.132
116034,0.072
116080,0.026
116149,0.064
116203,0.034
116291,0.034
116307,0.042
116329,0.042
116353,0.11
116366,0.034
116379,0.038
116416,0.164
116418,0.098
116471,0.032
116482,0.044
116494,0.018
116526,0.022
116589,0.088
116601,0.056
116632,0.048
116634,0.086
116635,0.032
116655,0.124
116661,0.014
116699,0.066
116700,0.11
116701,0.082
116702,0.162
116704,0.104
116705,0.02
116706,0.332
116707,0.05
116708,0.178
116709,0.094
116710,0.054
116711,0.056
116713,0.114
116714,0.076
116715,0.138
116717,0.218
116718,0.052
116719,0.05
116721,0.016
114332,0.084
114340,0.14
114342,0.066
114349,0.062
114353,0.126
114363,0.094
114364,0.288
114380,0.032
114402,0.03
114413,0.03
114424,0.054
114426,0.038
114432,0.06
114436,0.17
114441,0.11
114453,0.152
114466,0.08
114470,0.17
114477,0.028
114502,0.188
114517,0.058
114518,0.078
114523,0.066
114525,0.032
114528,0.052
114530,0.018
114540,0.086
114556,0.06
114559,0.06
114564,0.056
114584,0.106
114597,0.148
114609,0.042
114623,0.192
114632,0.12
114639,0.016
114647,0.028
114673,0.06
114674,0.096
114683,0.196
114705,0.048
114723,0.166
114730,0.144
114733,0.078
114735,0.162
114739,0.082
114744,0.142
114762,0.048
114765,0.048
114768,0.024
114773,0.084
114779,0.028
114792,0.13
114796,0.056
114802,0.052
114807,0.066
114810,0.05
114812,0.054
114814,0.042
114829,0.126
114831,0.086
114836,0.186
114847,0.03
114849,0.098
114859,0.26
114861,0.034
114869,0.082
114881,0.058
114882,0.016
114888,0.034
114891,0.274
114897,0.06
114904,0.062
114906,0.136
114914,0.11
114918,0.072
114921,0.198
114927,0.036
114929,0.232
114933,0.132
114936,0.176
114937,0.016
114953,0.034
114959,0.018
114964,0.12
114966,0.172
114968,0.086
114971,0.096
114975,0.108
114980,0.054
114986,0.076
114993,0.062
114996,0.052
115017,0.064
115044,0.152
115072,0.03
115073,0.072
115079,0.04
115083,0.08
115090,0.024
115092,0.036
115099,0.074
115118,0.042
115123,0.114
115128,0.03
115133,0.016
115146,0.016
115161,0.054
115195,0.022
115203,0.048
115208,0.228
115214,0.124
115227,0.016
115261,0.148
115274,0.216
115283,0.214
115297,0.068
115307,0.046
115313,0.096
115320,0.016
115325,0.042
115330,0.078
115334,0.06
115363,0.056
115364,0.08
115365,0.042
115366,0.022
115370,0.378
115390,0.068
115398,0.058
115422,0.05
115432,0.082
115445,0.062
115446,0.152
115468,0.018
115471,0.016
115475,0.054
115478,0.026
115486,0.126
115502,0.1
115510,0.118
115518,0.214
115522,0.074
115525,0.074
115529,0.21
115533,0.094
115536,0.054
115537,0.188
115538,0.066
115546,0.046
115561,0.082
115574,0.058
115575,0.176
115577,0.09
115581,0.346
115584,0.046
115600,0.094
115605,0.03
115608,0.032
115609,0.018
115626,0.2
115629,0.082
115642,0.084
115647,0.27
115662,0.112
115667,0.086
115684,0.122
115709,0.03
115717,0.03
115723,0.086
115731,0.108
115745,0.356
115749,0.04
115795,0.074
115796,0.18
115816,0.154
115818,0.17
115830,0.03
115834,0.21
115836,0.242
115842,0.064
115845,0.016
115856,0.04
115871,0.064
115875,0.014
115881,0.07
115882,0.088
115901,0.054
115902,0.026
115910,0.106
115912,0.248
115936,0.028
115940,0.134
115970,0.168
115978,0.07
115979,0.33
115983,0.118
115998,0.034
116016,0.064
116022,0.072
116035,0.128
116038,0.05
116054,0.032
116059,0.036
116071,0.034
116087,0.058
116101,0.078
116111,0.258
116113,0.036
116114,0.128
116122,0.038
116124,0.066
116129,0.198
116159,0.096
116162,0.04
116170,0.19
116172,0.102
116174,0.042
116182,0.066
116183,0.162
116184,0.016
116194,0.084
116198,0.03
116199,0.204
116205,0.02
116208,0.044
116235,0.068
116242,0.114
116278,0.08
116279,0.084
116288,0.11
116308,0.154
116310,0.042
116319,0.016
116336,0.136
116344,0.17
116347,0.144
116350,0.26
116359,0.08
116362,0.126
116368,0.372
116376,0.028
116417,0.25
116422,0.02
116434,0.02
116435,0.072
116451,0.054
116453,0.034
116457,0.014
116459,0.222
116485,0.034
116498,0.038
116502,0.018
116503,0.032
116509,0.264
116528,0.026
116532,0.03
116543,0.098
116547,0.054
116558,0.012
116564,0.112
116569,0.1
116576,0.082
116577,0.034
116595,0.09
116600,0.168
116611,0.048
116612,0.04
116619,0.04
116630,0.036
116645,0.25
116649,0.032
116671,0.092
116673,0.052
116697,0.152
116703,0.1
116716,0.064
116722,0.104
116724,0.19
116728,0.022
116730,0.018
116731,0.054
116732,0.046
116733,0.07
116734,0.344
116735,0.072
116736,0.026
116738,0.036
116739,0.188
116740,0.038
116741,0.076
116742,0.044
116743,0.03
116744,0.078
116748,0.064
116749,0.17
116750,0.15
116752,0.038
116753,0.234
116758,0.07
116759,0.032
116760,0.056
116761,0.038
116762,0.322
116763,0.042
116764,0.058
116765,0.038
116767,0.032
116768,0.086
116769,0.186
116770,0.05
116771,0.036
116772,0.038
116773,0.018
116774,0.11
116775,0.06
116776,0.026
116777,0.026
116778,0.216
116779,0.094
116782,0.024
116784,0.078
116785,0.094
116790,0.046
116791,0.082
116792,0.202
116793,0.29
116794,0.066
116795,0.02
116796,0.044
116797,0.12
116798,0.13
116802,0.05
116805,0.178
116807,0.072
116808,0.054
116809,0.02
116810,0.032
116811,0.122
116812,0.026
116813,0.008
116814,0.03
116816,0.104
116818,0.114
116819,0.028
116820,0.066
116821,0.12
116822,0.036
116823,0.066
116824,0.022
116826,0.124
116830,0.038
116831,0.048
116833,0.068
116834,0.184
116835,0.068
116836,0.034
116837,0.078
116838,0.038
116839,0.242
116840,0.084
116841,0.046
116842,0.034
116843,0.086
116844,0.054
116845,0.032
116846,0.006
116847,0.098
116848,0.044
116849,0.192
116850,0.094
116851,0.058
116852,0.248
116855,0.066
116856,0.028
116858,0.094
116861,0.024
116862,0.062
116863,0.08
116864,0.154
116868,0.084
116871,0.034
116874,0.08
116875,0.054
116877,0.09
116878,0.276
116879,0.04
116881,0.136
116883,0.058
116884,0.212
116885,0.044
116886,0.03
116887,0.116
116888,0.032
116889,0.044
116890,0.208
116891,0.032
116892,0.05
116894,0.034
116895,0.108
116897,0.014
116898,0.044
116899,0.016
116902,0.078
116903,0.088
116904,0.038
116905,0.05
116907,0.03
116909,0.098
116910,0.09
116911,0.028
116912,0.17
116913,0.068
116915,0.09
116916,0.078
116917,0.022
116918,0.012
116919,0.034
116920,0.032
116921,0.038
116922,0.038
116924,0.054
116927,0.06
116928,0.14
116929,0.096
116930,0.04
116931,0.06
116932,0.04
116933,0.074
116934,0.046
116935,0.022
116936,0.008
116937,0.064
116938,0.054
116939,0.102
116940,0.104
116941,0.07
116942,0.064
116943,0.068
116944,0.024
116945,0.256
116946,0.1
116947,0.108
116950,0.054
116953,0.042
116956,0.11
116957,0.03
116958,0.03
116959,0.05
116960,0.026
116961,0.09
116962,0.126
116963,0.032
116965,0.054
116966,0.216
116967,0.042
116968,0.092
116969,0.036
116970,0.224
116971,0.056
116972,0.036
116973,0.022
116977,0.154
116978,0.188
116979,0.102
116980,0.028
116982,0.026
116983,0.192
116984,0.192
116985,0.014
116986,0.152
116987,0.052
116988,0.078
116989,0.076
116992,0.036
116996,0.036
116999,0.04
117000,0.02
117002,0.018
117004,0.284
117005,0.032
117013,0.03
117014,0.174
117015,0.034
117016,0.034
117017,0.082
117018,0.028
117020,0.042
117023,0.196
117025,0.084
117026,0.312
117027,0.046
117028,0.084
117029,0.042
117031,0.064
117032,0.022
117033,0.024
117034,0.072
117035,0.05
117037,0.106
117038,0.036
117039,0.2
117040,0.13
117041,0.076
117042,0.196
117044,0.2
117046,0.096
117048,0.114
117049,0.018
117050,0.064
117052,0.04
117053,0.044
117055,0.038
117056,0.06
117058,0.058
117059,0.064
117060,0.034
117061,0.06
117062,0.07
117068,0.014
117071,0.054
117073,0.084
117074,0.214
117075,0.172
117078,0.142
117079,0.016
117081,0.05
117082,0.148
117085,0.01
117089,0.096
117090,0.102
117092,0.094
117095,0.056
117096,0.086
117098,0.02
117099,0.032
117100,0.026
117102,0.044
117103,0.234
117104,0.082
117106,0.132
117107,0.1
117108,0.028
117109,0.076
117110,0.018
117111,0.02
117113,0.204
117114,0.054
117115,0.064
117116,0.062
117117,0.18
117119,0.042
117121,0.032
117123,0.102
117124,0.126
117125,0.02
117126,0.134
117127,0.04
117128,0.156
117130,0.094
117131,0.074
117133,0.148
117134,0.012
117136,0.03
117137,0.1
117139,0.044
117141,0.02
117143,0.08
117145,0.152
117146,0.13
117147,0.254
117149,0.046
117150,0.162
117151,0.138
117152,0.162
117153,0.06
117154,0.076
117155,0.016
117156,0.048
117158,0.06
117159,0.012
117160,0.038
117161,0.022
117162,0.072
117163,0.062
117164,0.012
117165,0.032
117168,0.036
117173,0.03
117176,0.082
117177,0.162
117179,0.038
117180,0.016
117181,0.102
117182,0.026
117183,0.036
117184,0.058
117185,0.036
117188,0.28
117189,0.052
117190,0.06
117191,0.078
117192,0.068
117195,0.096
117196,0.218
117197,0.088
117201,0.086
117203,0.062
117204,0.036
117205,0.032
117206,0.04
117208,0.076
117209,0.094
117210,0.068
117212,0.024
117213,0.062
117214,0.018
117215,0.03
117220,0.256
117221,0.126
117222,0.012
117223,0.142
117226,0.03
117227,0.06
117228,0.014
117229,0.032
117230,0.048
117231,0.086
117233,0.054
117234,0.068
117235,0.094
117236,0.176
117237,0.028
117238,0.074
117243,0.128
117244,0.074
117245,0.052
117247,0.108
117248,0.228
117253,0.052
117254,0.038
117256,0.182
117258,0.18
117259,0.042
117260,0.056
117262,0.054
117263,0.05
117264,0.032
117267,0.156
117269,0.028
117270,0.164
117271,0.146
117273,0.106
117274,0.298
117275,0.034
117276,0.098
117277,0.18
117280,0.086
117281,0.112
117282,0.06
117283,0.014
117286,0.082
117289,0.114
117290,0.052
117291,0.046
117292,0.012
117294,0.11
117295,0.054
117296,0.134
117297,0.052
117300,0.082
117301,0.342
117302,0.022
117303,0.044
117304,0.024
117305,0.09
117306,0.04
117309,0.116
117310,0.056
117311,0.378
117312,0.07
117313,0.006
117314,0.028
117317,0.038
117319,0.122
117320,0.07
117322,0.05
117324,0.094
117325,0.046
117328,0.012
117329,0.132
117330,0.164
117331,0.242
117334,0.148
117335,0.03
117336,0.066
117338,0.116
117339,0.312
117340,0.042
117342,0.03
117343,0.048
117344,0.018
117345,0.044
117347,0.05
117349,0.018
117351,0.062
117352,0.024
117353,0.108
117354,0.058
117355,0.046
117357,0.134
117358,0.084
117359,0.036
117360,0.07
117361,0.028
117365,0.066
117366,0.09
117367,0.044
117368,0.08
117369,0.016
117370,0.04
117371,0.06
117372,0.062
117373,0.022
117374,0.088
117376,0.202
117377,0.014
117378,0.04
117379,0.046
117380,0.198
117381,0.038
117382,0.27
117383,0.08
117384,0.05
117386,0.24
117388,0.058
117389,0.064
117390,0.03
117393,0.038
117394,0.07
117395,0.076
117397,0.086
117398,0.028
117401,0.084
117403,0.064
117404,0.054
117405,0.154
117407,0.198
117408,0.038
117409,0.044
117411,0.054
117412,0.026
117413,0.074
117414,0.06
117415,0.056
117416,0.122
117419,0.024
117420,0.118
117421,0.05
117422,0.018
117423,0.02
117424,0.046
117426,0.04
117427,0.07
117429,0.038
117430,0.024
117433,0.088
117435,0.18
117436,0.092
117438,0.014
117439,0.032
117440,0.12
117441,0.03
117442,0.036
117444,0.04
117445,0.054
117446,0.1
117452,0.044
117453,0.066
117454,0.036
117455,0.02
117456,0.044
117457,0.05
117458,0.028
117459,0.076
117461,0.052
117462,0.008
117466,0.024
117468,0.032
117469,0.088
117470,0.154
117471,0.028
117474,0.238
117475,0.034
117476,0.024
117479,0.148
117481,0.024
117482,0.104
117485,0.038
117486,0.184
117487,0.062
117488,0.028
117489,0.038
117490,0.12
117491,0.048
117493,0.12
117494,0.142
117497,0.1
117499,0.054
117500,0.03
117502,0.028
117504,0.204
117505,0.026
117506,0.122
117507,0.086
117508,0.2
117509,0.036
117510,0.13
117511,0.04
117512,0.168
117513,0.076
117514,0.034
117515,0.05
117516,0.108
117517,0.242
117518,0.048
117519,0.028
117521,0.028
117522,0.092
117523,0.068
117528,0.046
117530,0.116
117532,0.064
117533,0.084
117534,0.01
117535,0.062
117536,0.102
117537,0.104
117542,0.058
117544,0.072
117546,0.03
117548,0.056
117549,0.012
117550,0.08
117551,0.05
117552,0.262
117553,0.056
117554,0.036
117555,0.038
117556,0.044
117558,0.018
117559,0.076
117560,0.07
117565,0.106
117566,0.052
117568,0.036
117569,0.21
117570,0.11
117571,0.034
117572,0.024
117573,0.03
117574,0.014
117575,0.03
117576,0.034
117577,0.11
117578,0.044
117580,0.08
117581,0.286
117582,0.054
117584,0.042
117585,0.052
117586,0.074
117587,0.052
117588,0.078
117590,0.206
117591,0.152
117592,0.03
117593,0.034
117595,0.044
117597,0.18
117600,0.182
117601,0.042
117602,0.058
117604,0.284
117605,0.11
117606,0.1
117607,0.068
117608,0.056
117609,0.116
117611,0.03
117612,0.016
117613,0.016
117615,0.066
117617,0.1
117618,0.024
117619,0.036
117620,0.122
117621,0.22
117622,0.028
117624,0.092
117629,0.158
117630,0.268
117631,0.04
117632,0.028
117635,0.142
117636,0.07
117637,0.044
117638,0.042
117640,0.058
117641,0.062
117642,0.082
117643,0.07
117644,0.046
117645,0.054
117646,0.062
117647,0.02
117648,0.04
117650,0.024
117651,0.052
117654,0.064
117655,0.028
117656,0.074
117657,0.08
117658,0.024
117659,0.048
117665,0.028
117666,0.126
117667,0.088
117668,0.034
117669,0.048
117670,0.03
117671,0.22
117672,0.064
117673,0.144
117674,0.052
117675,0.018
117678,0.1
117679,0.112
117682,0.118
117683,0.17
117685,0.16
117686,0.036
117687,0.04
117688,0.064
117690,0.062
117691,0.17
117692,0.404
117693,0.132
117694,0.014
117696,0.064
117697,0.108
117699,0.032
117700,0.048
117701,0.056
117702,0.112
117703,0.014
117704,0.022
117705,0.046
117706,0.024
117708,0.03
117709,0.02
117710,0.022
117711,0.096
117712,0.158
117713,0.248
117714,0.264
117715,0.02
117716,0.058
117717,0.078
117718,0.038
117719,0.112
117720,0.12
117721,0.036
117722,0.028
117723,0.028
117724,0.076
117725,0.048
117726,0.01
117728,0.086
117729,0.084
117730,0.146
117731,0.104
117733,0.03
117734,0.008
117738,0.014
117739,0.16
117740,0.058
117742,0.09
117743,0.018
117745,0.094
117747,0.154
117748,0.078
117749,0.028
117750,0.126
117751,0.054
117752,0.016
117754,0.098
117756,0.036
117759,0.094
117760,0.03
117761,0.152
117763,0.094
117764,0.032
117765,0.038
117767,0.028
117768,0.164
117769,0.112
117771,0.056
117773,0.054
117774,0.066
117776,0.008
117777,0.03
117778,0.038
117779,0.034
117780,0.02
117782,0.02
117783,0.106
117785,0.086
117787,0.014
117788,0.064
117789,0.07
117790,0.136
117793,0.074
117795,0.126
117797,0.07
117798,0.034
117800,0.088
117802,0.06
117804,0.012
117806,0.066
117807,0.222
117809,0.04
117810,0.196
117812,0.02
117813,0.252
117815,0.152
117817,0.068
117819,0.024
117820,0.044
117821,0.08
117822,0.112
117823,0.038
117825,0.156
117826,0.014
117827,0.02
117828,0.116
117829,0.132
117830,0.036
117831,0.112
117832,0.05
117833,0.042
117834,0.016
117838,0.058
117839,0.034
117840,0.11
117841,0.024
117842,0.062
117843,0.092
117844,0.068
117845,0.07
117846,0.132
117848,0.026
117849,0.014
117851,0.02
117852,0.056
117855,0.012
117856,0.054
117857,0.074
117859,0.022
117860,0.038
117861,0.02
117862,0.048
117863,0.114
117864,0.05
117865,0.128
117866,0.052
117867,0.09
117868,0.14
117870,0.086
117872,0.022
117873,0.064
117874,0.05
117875,0.22
117876,0.186
117877,0.118
117878,0.106
117880,0.068
117882,0.228
117883,0.282
117884,0.064
117887,0.176
117888,0.032
117889,0.024
117890,0.098
117891,0.066
117892,0.114
117893,0.04
117897,0.034
117898,0.044
117901,0.068
117902,0.01
117903,0.24
117904,0.012
117905,0.026
117906,0.174
117907,0.216
117909,0.042
117910,0.056
117911,0.042
117913,0.042
117914,0.012
117915,0.088
117916,0.04
117917,0.12
117918,0.07
117919,0.032
117921,0.088
117926,0.282
117928,0.042
117930,0.176
117931,0.018
117932,0.05
117933,0.08
117935,0.106
117936,0.142
117937,0.096
117938,0.05
117939,0.04
117940,0.106
117941,0.06
117942,0.066
117943,0.066
117946,0.154
117947,0.028
117948,0.03
117949,0.058
117950,0.07
117951,0.13
117952,0.04
117953,0.026
117954,0.08
117955,0.038
117956,0.078
117958,0.02
117960,0.01
117961,0.014
117962,0.062
117963,0.156
117965,0.032
117966,0.022
117968,0.118
117970,0.048
117971,0.114
117972,0.03
117973,0.096
117974,0.062
117975,0.07
117976,0.046
117977,0.04
117978,0.092
117979,0.03
117980,0.05
117983,0.088
117985,0.032
117986,0.02
117987,0.186
117989,0.046
117991,0.102
117992,0.116
117993,0.044
117994,0.018
117995,0.028
117997,0.038
117998,0.052
117999,0.03
118001,0.12
118002,0.012
118003,0.03
118004,0.052
118005,0.042
118006,0.02
118007,0.022
118008,0.082
118009,0.064
118010,0.088
118011,0.026
118012,0.044
118014,0.118
118015,0.056
118017,0.022
118019,0.09
118020,0.038
118021,0.168
118022,0.08
118023,0.026
118024,0.056
118027,0.032
118028,0.134
118029,0.084
118030,0.014
118031,0.024
118032,0.038
118034,0.06
118035,0.066
118036,0.032
118037,0.028
118038,0.1
118039,0.092
118040,0.052
118041,0.04
118047,0.02
118049,0.084
118050,0.058
118051,0.104
118053,0.146
118054,0.048
118056,0.028
118057,0.038
118059,0.05
118061,0.104
118062,0.042
118063,0.03
118064,0.06
118065,0.036
118068,0.062
118069,0.132
118073,0.094
118074,0.024
118075,0.056
118077,0.066
118078,0.01
118079,0.094
118080,0.006
118081,0.118
118083,0.034
118084,0.154
118085,0.024
118086,0.026
118088,0.172
118090,0.18
118091,0.056
118092,0.024
118094,0.11
118095,0.022
118096,0.036
118097,0.03
118098,0.074
118099,0.012
118101,0.082
118103,0.034
118105,0.078
118107,0.13
118108,0.006
118109,0.024
118111,0.084
118112,0.07
118113,0.042
118114,0.03
118116,0.092
118117,0.07
118118,0.052
118119,0.04
118120,0.054
118121,0.182
118123,0.076
118124,0.038
118125,0.014
118126,0.02
118128,0.04
118129,0.112
118130,0.04
118131,0.066
118134,0.018
118135,0.054
118136,0.112
118137,0.1
118138,0.08
118141,0.094
118142,0.022
118143,0.066
118145,0.074
118147,0.066
118148,0.032
118153,0.05
118154,0.012
118156,0.11
118158,0.038
118159,0.028
118164,0.014
118167,0.058
118168,0.052
118169,0.032
118170,0.162
118172,0.042
118173,0.05
118174,0.034
118175,0.032
118176,0.074
118178,0.052
118179,0.014
118182,0.028
118183,0.086
118185,0.132
118186,0.06
118187,0.046
118188,0.11
118189,0.222
118190,0.098
118192,0.094
118193,0.178
118194,0.022
118195,0.296
118196,0.096
118198,0.148
118201,0.09
118203,0.052
118204,0.018
118206,0.014
118207,0.014
118208,0.228
118209,0.036
118210,0.05
118211,0.028
118212,0.02
118213,0.242
118215,0.176
118217,0.082
118218,0.11
118219,0.038
118220,0.072
118222,0.118
118223,0.202
118225,0.04
118226,0.112
118228,0.036
118229,0.058
118230,0.136
118231,0.144
118233,0.072
118234,0.054
118236,0.016
118238,0.048
118239,0.052
118240,0.044
118242,0.234
118244,0.028
118245,0.112
118247,0.018
118249,0.09
118252,0.164
118254,0.036
118255,0.158
118256,0.016
118257,0.11
118258,0.118
118259,0.046
118260,0.026
118261,0.156
118262,0.07
118263,0.186
118265,0.148
118266,0.224
118267,0.074
118268,0.076
118269,0.052
118270,0.06
118273,0.128
118274,0.036
118275,0.012
118277,0.008
118278,0.09
118279,0.154
118280,0.092
118281,0.032
118282,0.026
118283,0.036
118284,0.096
118285,0.024
118286,0.068
118288,0.118
118289,0.212
118290,0.04
118293,0.284
118295,0.106
118296,0.104
118297,0.048
118298,0.238
118299,0.106
118300,0.058
118301,0.198
118302,0.042
118303,0.078
118306,0.086
118307,0.074
118308,0.28
118309,0.084
118310,0.142
118311,0.05
118314,0.032
118315,0.048
118316,0.056
118317,0.056
118318,0.042
118323,0.06
118324,0.218
118325,0.264
118327,0.18
118328,0.11
118329,0.074
118331,0.03
118332,0.078
118333,0.084
118334,0.402
118335,0.012
118336,0.086
118337,0.086
118338,0.092
118339,0.07
118340,0.034
118341,0.046
118344,0.032
118345,0.06
118346,0.108
118347,0.04
118348,0.094
118349,0.184
118350,0.012
118351,0.07
118352,0.07
118355,0.154
118357,0.028
118361,0.08
118362,0.028
118363,0.038
118364,0.034
118369,0.028
118372,0.198
118373,0.016
118374,0.1
118375,0.044
118376,0.064
118377,0.052
118380,0.152
118381,0.102
118385,0.032
118388,0.256
118389,0.05
118390,0.106
118391,0.172
118393,0.04
118394,0.2
118395,0.244
118396,0.066
118397,0.076
118398,0.04
118399,0.026
118401,0.074
118402,0.114
118404,0.038
118405,0.042
118406,0.054
118407,0.044
118408,0.034
118410,0.092
118411,0.092
118412,0.04
118413,0.152
118414,0.066
118415,0.046
118416,0.018
118417,0.042
118418,0.04
118419,0.142
118420,0.09
118421,0.024
118422,0.068
118423,0.038
118424,0.032
118425,0.03
118426,0.096
118427,0.082
118431,0.188
118432,0.094
118433,0.028
118435,0.172
118436,0.044
118437,0.194
118438,0.082
118439,0.098
118441,0.126
118442,0.022
118443,0.108
118445,0.018
118446,0.084
118448,0.326
118449,0.096
118450,0.096
118453,0.064
118454,0.052
118456,0.042
118460,0.022
118461,0.03
118462,0.0
118463,0.024
118466,0.054
118467,0.052
118468,0.258
118469,0.016
118470,0.028
118471,0.282
118472,0.106
118473,0.03
118474,0.102
118475,0.05
118476,0.19
118477,0.118
118478,0.062
118479,0.014
118480,0.124
118481,0.068
118482,0.072
118485,0.196
118487,0.082
118489,0.196
118493,0.046
118495,0.038
118496,0.3
118497,0.036
118500,0.026
118501,0.088
118503,0.046
118504,0.03
118505,0.06
118506,0.118
118507,0.074
118508,0.092
118510,0.042
118511,0.1
118512,0.156
118513,0.204
118515,0.06
118516,0.03
118517,0.046
118519,0.216
118520,0.018
118521,0.112
118522,0.058
118523,0.152
118524,0.02
118525,0.066
118526,0.07
118527,0.028
